FID IID mass
8M31562 8M31562 30.6
8M31562 8M31562 30
8M31562 8M31562 30.6
8M31581 8M31581 30.5
8M31581 8M31581 30.5
8M31581 8M31581 29.7
8M31583 8M31583 32.3
8M31583 8M31583 34.5
8M31591 8M31591 33.7
8M31602 8M31602 NA
8M31602 8M31602 NA
8M31602 8M31602 33.8
8M31605 8M31605 36.8
8M31605 8M31605 33.7
8M31622 8M31622 31.5
8M31625 8M31625 30.1
8M31627 8M31627 32.5
8M31627 8M31627 32.9
8M31627 8M31627 29.6
8M31632 8M31632 32.6
8M31634 8M31634 29.5
8M31634 8M31634 27.1
8M31637 8M31637 32.5
8M31637 8M31637 32
8M31637 8M31637 39.7
8M31637 8M31637 29.6
8M31640 8M31640 31.4
8M31640 8M31640 31.4
8M31640 8M31640 30.6
8M31640 8M31640 33.2
8M31640 8M31640 30.7
8M31640 8M31640 31.5
8M31641 8M31641 30.6
8M31641 8M31641 30.1
8M31641 8M31641 NA
8M31641 8M31641 29.1
8M31643 8M31643 NA
8M31643 8M31643 28
8M31644 8M31644 NA
8M31644 8M31644 30.7
8M31645 8M31645 31
8M31645 8M31645 31
8M31647 8M31647 30.3
8M31647 8M31647 31.4
8M31647 8M31647 31.6
8M31648 8M31648 32.6
8M31648 8M31648 32.5
8M31649 8M31649 30.3
8M31649 8M31649 30.3
8M31650 8M31650 30
8M31650 8M31650 30
8M31650 8M31650 28.4
8M31651 8M31651 30
8M31651 8M31651 36.5
8M31651 8M31651 31.3
8M31651 8M31651 NA
8M31651 8M31651 31.9
8M31652 8M31652 26.5
8M31652 8M31652 26.5
8M31653 8M31653 28
8M31653 8M31653 28
8M31653 8M31653 30
8M31653 8M31653 30
8M31653 8M31653 31.1
8M31654 8M31654 35.8
8M31655 8M31655 31.8
8M31656 8M31656 33.3
8M31656 8M31656 30.7
8M31656 8M31656 30.6
8M31657 8M31657 32.6
8M31657 8M31657 33
8M31658 8M31658 33.6
8M31659 8M31659 31.2
8M31660 8M31660 33.4
8M31661 8M31661 32.4
8M31662 8M31662 34.5
8M31663 8M31663 32.2
8M31664 8M31664 34
8M31665 8M31665 31.8
8M31666 8M31666 29
8M31667 8M31667 34
8M31668 8M31668 31.6
8M31669 8M31669 34.4
8M31669 8M31669 35.8
8M31670 8M31670 31.5
8M31671 8M31671 31.8
8M31672 8M31672 35.6
8M31673 8M31673 30.9
8M31674 8M31674 28.9
8M31674 8M31674 27.3
8M31675 8M31675 35.4
8M31676 8M31676 30.2
8M31677 8M31677 31.8
8M31678 8M31678 31.4
8M31679 8M31679 29.2
8M31680 8M31680 30.4
8M31681 8M31681 32.5
8M31682 8M31682 31
8M31683 8M31683 31.8
8M31684 8M31684 34.2
8M31685 8M31685 29.5
8M31685 8M31685 31.3
8M31686 8M31686 31.2
8M31687 8M31687 31.2
8M31687 8M31687 29.8
8M31687 8M31687 28.8
8M31688 8M31688 37
8M31689 8M31689 29.8
8M31689 8M31689 29.4
8M31690 8M31690 30.2
8M31691 8M31691 31
8M31692 8M31692 32.5
8M31693 8M31693 31.7
8M31694 8M31694 31.1
8M31695 8M31695 27.5
8M31696 8M31696 33.7
8M31697 8M31697 28.9
8M31698 8M31698 32.7
8M31699 8M31699 33.2
8M31700 8M31700 32.2
8M31700 8M31700 31.7
8M31704 8M31704 31
8M31704 8M31704 NA
8M31706 8M31706 33.5
8M31706 8M31706 33.7
8M31711 8M31711 33.6
8M31711 8M31711 29.8
8M31711 8M31711 NA
8M31712 8M31712 NA
8M31713 8M31713 38.5
8M31716 8M31716 32
8M31716 8M31716 37.4
8M31717 8M31717 32.7
8M31717 8M31717 31.1
8M31737 8M31737 31
8M31739 8M31739 29.5
8M31747 8M31747 33.2
8M31756 8M31756 32.9
8M31756 8M31756 33.1
8M31756 8M31756 32.7
8M31758 8M31758 30
8M31758 8M31758 31
8M31760 8M31760 32.4
8M31761 8M31761 34.4
8M31762 8M31762 32.3
8M31763 8M31763 32.9
8M31764 8M31764 29.4
8M31764 8M31764 27.3
8M31764 8M31764 27.5
8M31764 8M31764 28.5
8M31765 8M31765 29.3
8M31765 8M31765 28.1
8M31765 8M31765 31.5
8M31766 8M31766 32.5
8M31766 8M31766 32
8M31767 8M31767 32.4
8M31768 8M31768 28.3
8M31768 8M31768 27
8M31768 8M31768 27.1
8M31769 8M31769 32.4
8M31769 8M31769 29.6
8M31769 8M31769 31.6
8M31769 8M31769 31
8M31769 8M31769 NA
8M31770 8M31770 30.1
8M31770 8M31770 33.5
8M31770 8M31770 33.4
8M31771 8M31771 30.4
8M31771 8M31771 30.9
8M31772 8M31772 28
8M31773 8M31773 29.3
8M31774 8M31774 28.6
8M31774 8M31774 30.8
8M31775 8M31775 32.5
8M31776 8M31776 31.2
8M31776 8M31776 31.6
8M31777 8M31777 29
8M31777 8M31777 28.1
8M31778 8M31778 31.1
8M31778 8M31778 30.5
8M31778 8M31778 30.5
8M31778 8M31778 31.2
8M31779 8M31779 33.8
8M31780 8M31780 30.3
8M31780 8M31780 28.9
8M31781 8M31781 27.2
8M31781 8M31781 29.5
8M31781 8M31781 29.8
8M31781 8M31781 29.7
8M31782 8M31782 32.5
8M31783 8M31783 31
8M31784 8M31784 28.2
8M31784 8M31784 30
8M31784 8M31784 29.9
8M31784 8M31784 30.5
8M31785 8M31785 30.6
8M31785 8M31785 31
8M31785 8M31785 31.3
8M31786 8M31786 28.2
8M31787 8M31787 31.7
8M31788 8M31788 29
8M31789 8M31789 28.4
8M31789 8M31789 26.4
8M31790 8M31790 28.9
8M31791 8M31791 30.7
8M31791 8M31791 30.1
8M31791 8M31791 30
8M31792 8M31792 32.5
8M31792 8M31792 30.3
8M31792 8M31792 30.5
8M31793 8M31793 29.3
8M31793 8M31793 29.7
8M31793 8M31793 29.8
8M31793 8M31793 30.2
8M31793 8M31793 31.2
8M31794 8M31794 29.2
8M31794 8M31794 29.7
8M31795 8M31795 30
8M31795 8M31795 29.1
8M31796 8M31796 26.3
8M31797 8M31797 26.1
8M31797 8M31797 27.8
8M31798 8M31798 31.5
8M31798 8M31798 33.1
8M31799 8M31799 35.2
8M31800 8M31800 32.7
8M31801 8M31801 35.2
8M31802 8M31802 32.5
8M31803 8M31803 35.3
8M31804 8M31804 32.7
8M31804 8M31804 31.2
8M31805 8M31805 29.7
8M31805 8M31805 29.9
8M31806 8M31806 29.7
8M31806 8M31806 31.1
8M31806 8M31806 30.6
8M31807 8M31807 35.4
8M31808 8M31808 28.7
8M31808 8M31808 28
8M31808 8M31808 28
8M31809 8M31809 29.8
8M31809 8M31809 30.3
8M31810 8M31810 30.9
8M31811 8M31811 28.6
8M31812 8M31812 30.1
8M31812 8M31812 30.9
8M31813 8M31813 34
8M31814 8M31814 31.9
8M31815 8M31815 31.3
8M31815 8M31815 29.7
8M31815 8M31815 30.2
8M31816 8M31816 33.3
8M31817 8M31817 28.3
8M31818 8M31818 32.6
8M31819 8M31819 28.3
8M31820 8M31820 29.5
8M31820 8M31820 30.2
8M31821 8M31821 33
8M31821 8M31821 30.7
8M31822 8M31822 29.9
8M31822 8M31822 29.5
8M31823 8M31823 29.7
8M31823 8M31823 29.1
8M31824 8M31824 27.7
8M31824 8M31824 28.2
8M31824 8M31824 27.5
8M31825 8M31825 31.4
8M31825 8M31825 33.4
8M31825 8M31825 31.8
8M31825 8M31825 33.6
8M31826 8M31826 33.3
8M31826 8M31826 32.1
8M31826 8M31826 30.5
8M31827 8M31827 32.9
8M31828 8M31828 29.4
8M31828 8M31828 28.6
8M31828 8M31828 28.7
8M31829 8M31829 31.6
8M31830 8M31830 30
8M31831 8M31831 31.7
8M31832 8M31832 31.6
8M31833 8M31833 30.2
8M31833 8M31833 30.5
8M31834 8M31834 29.8
8M31835 8M31835 33
8M31836 8M31836 29.4
8M31837 8M31837 31.3
8M31838 8M31838 35
8M31839 8M31839 31.1
8M31839 8M31839 30.8
8M31839 8M31839 30.5
8M31839 8M31839 29.3
8M31844 8M31844 35.5
8M31862 8M31862 31.4
8M31863 8M31863 29.6
8M31863 8M31863 34.6
8M31865 8M31865 32.6
8M31865 8M31865 29.2
8M31865 8M31865 31.4
8M31865 8M31865 33.5
8M31869 8M31869 30
8M31869 8M31869 35
8M31869 8M31869 38.9
8M31869 8M31869 NA
8M31869 8M31869 35.6
8M31869 8M31869 NA
8M31869 8M31869 37
8M31869 8M31869 32.4
8M31869 8M31869 28.7
8M31872 8M31872 33.5
8M31872 8M31872 30.4
8M31872 8M31872 32.7
8M31873 8M31873 29
8M31874 8M31874 28.2
8M31874 8M31874 29.5
8M31874 8M31874 29.5
8M31874 8M31874 29.5
8M31875 8M31875 31
8M31903 8M31903 29.7
8M31904 8M31904 31.6
8M31904 8M31904 31.7
8M31905 8M31905 29
8M31905 8M31905 28.9
8M31905 8M31905 29.6
8M31905 8M31905 29.5
8M31906 8M31906 29.3
8M31906 8M31906 28.6
8M31906 8M31906 28.5
8M31907 8M31907 32
8M31907 8M31907 32.3
8M31907 8M31907 34
8M31908 8M31908 27.6
8M31908 8M31908 27.6
8M31908 8M31908 30.2
8M31908 8M31908 29
8M31909 8M31909 29.5
8M31909 8M31909 29.5
8M31909 8M31909 30
8M31910 8M31910 32.1
8M31911 8M31911 29.8
8M31911 8M31911 30.3
8M31911 8M31911 30.2
8M31912 8M31912 27.4
8M31913 8M31913 26.3
8M31913 8M31913 28.9
8M31914 8M31914 32.3
8M31914 8M31914 NA
8M31915 8M31915 33.1
8M31915 8M31915 33.4
8M31915 8M31915 33.2
8M31916 8M31916 30.5
8M31917 8M31917 27
8M31918 8M31918 27.2
8M31919 8M31919 31
8M31920 8M31920 29.4
8M31921 8M31921 30.7
8M31921 8M31921 30.7
8M31921 8M31921 30.9
8M31921 8M31921 NA
8M31921 8M31921 32.5
8M31922 8M31922 31.2
8M31922 8M31922 32
8M31922 8M31922 32
8M31922 8M31922 32
8M31922 8M31922 31.3
8M31922 8M31922 30.5
8M31923 8M31923 29.9
8M31923 8M31923 28.5
8M31923 8M31923 NA
8M31924 8M31924 31.1
8M31925 8M31925 30.4
8M31926 8M31926 30.5
8M31926 8M31926 31
8M31926 8M31926 31
8M31926 8M31926 29.5
8M31926 8M31926 29
8M31926 8M31926 31.8
8M31926 8M31926 NA
8M31927 8M31927 NA
8M31927 8M31927 28
8M31927 8M31927 29.9
8M31928 8M31928 30.1
8M31928 8M31928 34.2
8M31928 8M31928 34
8M31928 8M31928 34
8M31928 8M31928 34
8M31928 8M31928 31.9
8M31935 8M31935 33.5
8M31936 8M31936 37.6
8M31936 8M31936 31.2
8M31937 8M31937 32.9
8M31938 8M31938 30
8M31938 8M31938 32.9
8M31939 8M31939 NA
8M31939 8M31939 31.8
8M31939 8M31939 31.3
8M31939 8M31939 32.5
8M31940 8M31940 33
8M31940 8M31940 32.5
8M31940 8M31940 32.5
8M31940 8M31940 32.5
8M31941 8M31941 33.2
8M31941 8M31941 30.5
8M31941 8M31941 30.5
8M31941 8M31941 30.5
8M31941 8M31941 30.1
8M31943 8M31943 28.8
8M31943 8M31943 27.5
8M31943 8M31943 28
8M31943 8M31943 28.5
8M31944 8M31944 36.6
8M31945 8M31945 30.6
8M31945 8M31945 NA
8M31953 8M31953 29.1
8M31954 8M31954 33.7
8M31968 8M31968 33.6
8M31968 8M31968 33.2
8M31968 8M31968 29
8M31968 8M31968 37.2
8M31969 8M31969 33.5
8M31970 8M31970 31.2
8M31970 8M31970 31.1
8M31973 8M31973 32.2
8M31993 8M31993 30.6
8M31993 8M31993 30.5
8M31995 8M31995 29.6
8M31995 8M31995 NA
8M31995 8M31995 29
8M31997 8M31997 31.7
8M31997 8M31997 NA
8M31997 8M31997 29.9
8M43110 8M43110 30.2
8M44572 8M44572 31.3
8M47347 8M47347 28.5
8M47383 8M47383 24.2
8M47385 8M47385 27.8
8M47390 8M47390 NA
8M47391 8M47391 NA
8M47393 8M47393 25.9
8M47407 8M47407 27.6
8M47408 8M47408 24.5
8M47408 8M47408 26.7
8M47414 8M47414 30.1
8M47415 8M47415 28.5
8M47430 8M47430 28
8M47443 8M47443 29.7
8M47444 8M47444 30.3
8M47452 8M47452 29
8M47456 8M47456 31.1
8M47466 8M47466 27.8
8M47467 8M47467 32.3
8M47468 8M47468 28.7
8M47469 8M47469 29.9
8M47470 8M47470 29
8M47471 8M47471 28.9
8M47472 8M47472 29.7
8M47473 8M47473 27.7
8M47484 8M47484 29.3
8M47486 8M47486 27.9
8M47487 8M47487 29.1
8M47488 8M47488 27.1
8M47489 8M47489 28
8M47490 8M47490 29.9
8M47491 8M47491 30.1
8M47492 8M47492 29.5
8M47493 8M47493 26.9
8M47495 8M47495 29.4
8M47496 8M47496 26.3
8M47497 8M47497 26.6
8M47498 8M47498 28.7
8M47499 8M47499 25.4
8M47500 8M47500 28.5
8M47501 8M47501 27.9
8M47502 8M47502 28.2
8M47507 8M47507 26.9
8M47511 8M47511 31.6
8M47514 8M47514 31.3
8M47515 8M47515 30.2
8M47518 8M47518 29.3
8M47519 8M47519 26.8
8M47521 8M47521 28
8M47523 8M47523 26.9
8M47524 8M47524 28.3
8M47525 8M47525 28.7
8M71001 8M71001 32
8M71002 8M71002 31
8M71002 8M71002 31.3
8M71003 8M71003 32.6
8M71003 8M71003 31
8M71004 8M71004 28.4
8M71005 8M71005 30.2
8M71006 8M71006 26.9
8M71007 8M71007 31.5
8M71009 8M71009 35.5
8M71013 8M71013 32.1
8M71013 8M71013 32.9
8M71014 8M71014 31.8
8M71015 8M71015 33.9
8M71017 8M71017 29.8
8M71019 8M71019 33.2
8M71023 8M71023 31.4
8M71024 8M71024 28.9
8M71029 8M71029 30.3
8M71031 8M71031 30.9
8M71035 8M71035 32.7
8M71036 8M71036 34
8M71037 8M71037 30.1
8M71038 8M71038 33.1
8M71039 8M71039 29
8M71040 8M71040 29.3
8M71041 8M71041 32.2
8M71042 8M71042 33.5
8M71043 8M71043 31.1
8M71044 8M71044 30.3
8M71045 8M71045 29.2
8M71046 8M71046 30.9
8M71047 8M71047 29.4
8M71049 8M71049 29.2
8M71049 8M71049 29.9
8M71054 8M71054 29.9
8M71054 8M71054 NA
8M71055 8M71055 31.4
8M71057 8M71057 31.9
8M71060 8M71060 31.4
8M71061 8M71061 31.2
8M71061 8M71061 33.9
8M71061 8M71061 30.7
8M71073 8M71073 33.2
8M71073 8M71073 29.5
8M71073 8M71073 32.5
8M71073 8M71073 30.6
8M71073 8M71073 30.6
8M71073 8M71073 29.9
8M71074 8M71074 30.3
8M71074 8M71074 NA
8M71077 8M71077 31.9
8M71079 8M71079 29.4
8M71084 8M71084 34
8M71085 8M71085 29.9
8M71085 8M71085 33.9
8M71085 8M71085 33.3
8M71086 8M71086 31.5
8M71089 8M71089 32.5
8M71092 8M71092 29.5
8M71097 8M71097 32.4
8M71097 8M71097 32.9
8M71097 8M71097 32.4
8M71098 8M71098 28.4
8M71098 8M71098 28.4
8M71098 8M71098 29.8
8M71098 8M71098 31.7
8M71100 8M71100 31.1
8M71101 8M71101 30
8M71102 8M71102 28
8M71104 8M71104 29.7
8M71105 8M71105 28.6
8M71105 8M71105 28.5
8M71106 8M71106 28.7
8M71106 8M71106 27.5
8M71106 8M71106 27
8M71106 8M71106 NA
8M71107 8M71107 30.5
8M71107 8M71107 28.6
8M71108 8M71108 29.1
8M71108 8M71108 29.9
8M71108 8M71108 NA
8M71108 8M71108 27.4
8M71108 8M71108 28.2
8M71109 8M71109 30
8M71110 8M71110 28.5
8M71111 8M71111 29.6
8M71112 8M71112 29
8M71113 8M71113 31.6
8M71114 8M71114 29.7
8M71115 8M71115 29.3
8M71116 8M71116 30.8
8M71117 8M71117 29.3
8M71118 8M71118 29.7
8M71119 8M71119 29.9
8M71120 8M71120 31.5
8M71120 8M71120 29
8M71120 8M71120 31.2
8M71121 8M71121 31.9
8M71122 8M71122 32.5
8M71123 8M71123 33.8
8M71124 8M71124 31
8M71125 8M71125 32.1
8M71125 8M71125 31.2
8M71125 8M71125 34
8M71126 8M71126 29.4
8M71127 8M71127 29.4
8M71128 8M71128 27
8M71129 8M71129 30.1
8M71130 8M71130 31.6
8M71131 8M71131 29.3
8M71132 8M71132 29.4
8M71133 8M71133 28.2
8M71134 8M71134 30.8
8M71135 8M71135 28.1
8M71136 8M71136 28.7
8M71137 8M71137 27.5
8M71138 8M71138 28.5
8M71139 8M71139 31.2
8M71140 8M71140 30.3
8M71141 8M71141 30.4
8M71141 8M71141 32.9
8M71142 8M71142 27.2
8M71143 8M71143 29.7
8M71144 8M71144 28.5
8M71145 8M71145 32.4
8M71146 8M71146 31
8M71147 8M71147 32.4
8M71148 8M71148 31.1
8M71149 8M71149 32.9
8M71150 8M71150 31.2
8M71151 8M71151 32.5
8M71151 8M71151 29.2
8M71151 8M71151 30.6
8M71152 8M71152 32.5
8M71152 8M71152 33.5
8M71152 8M71152 30.8
8M71152 8M71152 33.1
8M71152 8M71152 30.8
8M71153 8M71153 29.4
8M71153 8M71153 32
8M71153 8M71153 30.4
8M71153 8M71153 30.7
8M71153 8M71153 30.5
8M71154 8M71154 34
8M71155 8M71155 30
8M71156 8M71156 31.4
8M71157 8M71157 29
8M71157 8M71157 29.2
8M71157 8M71157 27
8M71157 8M71157 30.2
8M71157 8M71157 29.9
8M71158 8M71158 34.3
8M71158 8M71158 35
8M71159 8M71159 29.9
8M71160 8M71160 32
8M71161 8M71161 30.4
8M71162 8M71162 28.6
8M71162 8M71162 27.9
8M71162 8M71162 27.7
8M71162 8M71162 27.8
8M71162 8M71162 29
8M71163 8M71163 34.4
8M71164 8M71164 28.5
8M71165 8M71165 33.8
8M71166 8M71166 32.7
8M71167 8M71167 29.4
8M71167 8M71167 27.3
8M71168 8M71168 32.6
8M71169 8M71169 31
8M71170 8M71170 32
8M71171 8M71171 30.8
8M71172 8M71172 30.5
8M71173 8M71173 30.5
8M71174 8M71174 31.3
8M71175 8M71175 31.9
8M71176 8M71176 34.1
8M71177 8M71177 30.8
8M71178 8M71178 31.4
8M71179 8M71179 29.7
8M71180 8M71180 30.1
8M71181 8M71181 30.7
8M71182 8M71182 28
8M71183 8M71183 33
8M71183 8M71183 32.2
8M71183 8M71183 33.5
8M71183 8M71183 33.7
8M71184 8M71184 33.1
8M71185 8M71185 32.6
8M71186 8M71186 31.4
8M71187 8M71187 32.1
8M71187 8M71187 32.5
8M71188 8M71188 29.5
8M71188 8M71188 27.4
8M71188 8M71188 27
8M71189 8M71189 30.6
8M71189 8M71189 30
8M71190 8M71190 32.4
8M71191 8M71191 31.7
8M71191 8M71191 NA
8M71192 8M71192 29.8
8M71193 8M71193 33.9
8M71193 8M71193 30.5
8M71193 8M71193 NA
8M71194 8M71194 33.1
8M71194 8M71194 NA
8M71195 8M71195 33
8M71195 8M71195 NA
8M71196 8M71196 33.3
8M71196 8M71196 NA
8M71197 8M71197 33.8
8M71197 8M71197 NA
8M71198 8M71198 34.2
8M71198 8M71198 NA
8M71199 8M71199 37.5
8M71199 8M71199 NA
8M71200 8M71200 32.2
8M71201 8M71201 31.6
8M71201 8M71201 30
8M71201 8M71201 33.5
8M71204 8M71204 30.6
8M71205 8M71205 29.5
8M71205 8M71205 30.7
8M71205 8M71205 31.7
8M71205 8M71205 33.1
8M71205 8M71205 32.9
8M71206 8M71206 30.7
8M71206 8M71206 32
8M71206 8M71206 31.5
8M71208 8M71208 34.4
8M71208 8M71208 32.3
8M71210 8M71210 28.9
8M71212 8M71212 29.5
8M71212 8M71212 35
8M71216 8M71216 NA
8M71220 8M71220 34
8M71227 8M71227 31.6
8M71231 8M71231 34.8
8M71231 8M71231 31.9
8M71231 8M71231 31.3
8M71231 8M71231 42.2
8M71237 8M71237 33.4
8M71238 8M71238 31.5
8M71238 8M71238 33
8M71238 8M71238 NA
8M71247 8M71247 29.5
8M71250 8M71250 31.3
8M71250 8M71250 30.8
8M71250 8M71250 30.2
8M71253 8M71253 29.9
8M71254 8M71254 29.9
8M71256 8M71256 34.4
8M71256 8M71256 33
8M71257 8M71257 31
8M71257 8M71257 32.1
8M71257 8M71257 NA
8M71257 8M71257 29.2
8M71257 8M71257 30
8M71257 8M71257 30.3
8M71257 8M71257 29.9
8M71258 8M71258 29.3
8M71258 8M71258 29.1
8M71266 8M71266 29.8
8M71268 8M71268 33
8M71268 8M71268 34.6
8M71269 8M71269 34.5
8M71269 8M71269 35.5
8M71271 8M71271 34.6
8M71276 8M71276 29.5
8M71277 8M71277 32.7
8M71277 8M71277 31.9
8M71281 8M71281 31
8M71281 8M71281 30.8
8M71283 8M71283 29.8
8M71283 8M71283 31
8M71283 8M71283 NA
8M71283 8M71283 32
8M71283 8M71283 29.3
8M71287 8M71287 31.4
8M71287 8M71287 29.1
8M71289 8M71289 31
8M71290 8M71290 33.5
8M71292 8M71292 28.4
8M71292 8M71292 29.6
8M71292 8M71292 31.2
8M71294 8M71294 29.5
8M71294 8M71294 31.4
8M71295 8M71295 32.3
8M71295 8M71295 34.5
8M71295 8M71295 31.4
8M71296 8M71296 30.4
8M71298 8M71298 34
8M71299 8M71299 31.9
8M71301 8M71301 29.4
8M71302 8M71302 30
8M71302 8M71302 32.5
8M71302 8M71302 29.7
8M71302 8M71302 31.5
8M71303 8M71303 28.1
8M71304 8M71304 27.9
8M71305 8M71305 33.5
8M71306 8M71306 34.6
8M71306 8M71306 32.5
8M71307 8M71307 29.4
8M71310 8M71310 30.8
8M71310 8M71310 28.4
8M71313 8M71313 30
8M71313 8M71313 28.7
8M71313 8M71313 33.8
8M71313 8M71313 30.7
8M71313 8M71313 NA
8M71314 8M71314 29
8M71314 8M71314 32.7
8M71317 8M71317 30.6
8M71321 8M71321 37.8
8M71322 8M71322 33
8M71323 8M71323 32.5
8M71323 8M71323 33
8M71323 8M71323 31.1
8M71323 8M71323 31.1
8M71323 8M71323 32
8M71323 8M71323 NA
8M71324 8M71324 29
8M71324 8M71324 28.5
8M71324 8M71324 NA
8M71324 8M71324 29.2
8M71325 8M71325 30
8M71325 8M71325 29.8
8M71325 8M71325 NA
8M71325 8M71325 34
8M71326 8M71326 30
8M71327 8M71327 29.8
8M71327 8M71327 29.8
8M71327 8M71327 30.1
8M71327 8M71327 29.7
8M71327 8M71327 29.8
8M71327 8M71327 29.7
8M71327 8M71327 29.9
8M71328 8M71328 32.5
8M71328 8M71328 33.6
8M71328 8M71328 33.9
8M71329 8M71329 29.4
8M71329 8M71329 29.5
8M71330 8M71330 30.2
8M71330 8M71330 30
8M71331 8M71331 31.7
8M71331 8M71331 31.6
8M71332 8M71332 35
8M71332 8M71332 31.6
8M71332 8M71332 33.2
8M71333 8M71333 27.9
8M71334 8M71334 32.4
8M71334 8M71334 32.3
8M71335 8M71335 31.5
8M71335 8M71335 30.1
8M71335 8M71335 30.6
8M71336 8M71336 29.3
8M71336 8M71336 29.5
8M71336 8M71336 30.3
8M71337 8M71337 29.9
8M71337 8M71337 30
8M71338 8M71338 34.9
8M71338 8M71338 34.6
8M71339 8M71339 30.2
8M71339 8M71339 30.3
8M71340 8M71340 28.1
8M71340 8M71340 27.6
8M71341 8M71341 30.9
8M71341 8M71341 30.5
8M71342 8M71342 36.2
8M71342 8M71342 35.6
8M71342 8M71342 NA
8M71343 8M71343 36.3
8M71344 8M71344 27
8M71344 8M71344 28.2
8M71345 8M71345 31.8
8M71345 8M71345 28.7
8M71346 8M71346 31.5
8M71347 8M71347 32.3
8M71348 8M71348 28.4
8M71348 8M71348 28.3
8M71349 8M71349 28.3
8M71350 8M71350 28.2
8M71351 8M71351 33.8
8M71351 8M71351 32.5
8M71351 8M71351 31.4
8M71352 8M71352 29.9
8M71352 8M71352 33.6
8M71353 8M71353 31.2
8M71353 8M71353 30.8
8M71354 8M71354 30.6
8M71354 8M71354 NA
8M71355 8M71355 30.9
8M71355 8M71355 29.4
8M71356 8M71356 33.5
8M71357 8M71357 32.6
8M71358 8M71358 33.1
8M71358 8M71358 32.4
8M71359 8M71359 26.7
8M71360 8M71360 29.7
8M71360 8M71360 31.6
8M71361 8M71361 31.3
8M71361 8M71361 32.5
8M71361 8M71361 31
8M71362 8M71362 30.9
8M71362 8M71362 31.5
8M71363 8M71363 29.9
8M71363 8M71363 31.5
8M71363 8M71363 30.5
8M71363 8M71363 29.5
8M71363 8M71363 NA
8M71363 8M71363 31.1
8M71363 8M71363 31.1
8M71364 8M71364 31.3
8M71365 8M71365 33.8
8M71366 8M71366 35.3
8M71367 8M71367 30.4
8M71367 8M71367 32.5
8M71367 8M71367 30.7
8M71368 8M71368 30.4
8M71369 8M71369 32.6
8M71370 8M71370 30.9
8M71371 8M71371 29.2
8M71372 8M71372 34.6
8M71372 8M71372 34.1
8M71372 8M71372 33.5
8M71373 8M71373 31.7
8M71374 8M71374 29.8
8M71374 8M71374 NA
8M71374 8M71374 29
8M71375 8M71375 26.9
8M71376 8M71376 30.2
8M71377 8M71377 28.5
8M71377 8M71377 33
8M71378 8M71378 31.1
8M71378 8M71378 31.5
8M71379 8M71379 32
8M71380 8M71380 32.5
8M71380 8M71380 33.8
8M71380 8M71380 34.1
8M71381 8M71381 33
8M71382 8M71382 32.6
8M71383 8M71383 27.6
8M71384 8M71384 33.3
8M71384 8M71384 NA
8M71384 8M71384 32.6
8M71384 8M71384 30.8
8M71384 8M71384 31.7
8M71385 8M71385 29.9
8M71386 8M71386 30
8M71387 8M71387 31.7
8M71388 8M71388 29.6
8M71389 8M71389 30.6
8M71389 8M71389 29.6
8M71390 8M71390 31
8M71391 8M71391 29.7
8M71391 8M71391 27.5
8M71392 8M71392 31.6
8M71393 8M71393 27.4
8M71394 8M71394 33.3
8M71395 8M71395 29.6
8M71396 8M71396 30.5
8M71396 8M71396 31
8M71397 8M71397 29
8M71398 8M71398 30.3
8M71398 8M71398 30
8M71399 8M71399 35
8M71400 8M71400 31.2
8M71407 8M71407 33.8
8M71411 8M71411 NA
8M71414 8M71414 33.2
8M71430 8M71430 31.4
8M71434 8M71434 34
8M71435 8M71435 36
8M71436 8M71436 30.6
8M71437 8M71437 34.2
8M71438 8M71438 31.6
8M71439 8M71439 33.6
8M71440 8M71440 31.2
8M71441 8M71441 31.7
8M71442 8M71442 34.8
8M71442 8M71442 32.5
8M71443 8M71443 29.4
8M71444 8M71444 31.4
8M71445 8M71445 30
8M71446 8M71446 29.1
8M71446 8M71446 NA
8M71447 8M71447 31.5
8M71447 8M71447 32.4
8M71447 8M71447 NA
8M71447 8M71447 33.1
8M71447 8M71447 33.5
8M71448 8M71448 31.9
8M71448 8M71448 32.3
8M71449 8M71449 25.6
8M71450 8M71450 32.5
8M71450 8M71450 NA
8M71451 8M71451 30.4
8M71451 8M71451 NA
8M71451 8M71451 32
8M71451 8M71451 NA
8M71451 8M71451 32.6
8M71451 8M71451 30.6
8M71452 8M71452 32.9
8M71452 8M71452 32
8M71453 8M71453 32.5
8M71453 8M71453 32.5
8M71453 8M71453 32.6
8M71453 8M71453 33
8M71454 8M71454 32.4
8M71454 8M71454 32.4
8M71455 8M71455 28.6
8M71456 8M71456 31
8M71457 8M71457 31.6
8M71457 8M71457 29.2
8M71458 8M71458 29.1
8M71459 8M71459 35.3
8M71460 8M71460 32.1
8M71460 8M71460 33.3
8M71460 8M71460 31.5
8M71461 8M71461 31.5
8M71461 8M71461 29.2
8M71461 8M71461 29.7
8M71461 8M71461 29.7
8M71461 8M71461 30.7
8M71462 8M71462 32.3
8M71463 8M71463 28.8
8M71463 8M71463 NA
8M71463 8M71463 29.5
8M71464 8M71464 32
8M71465 8M71465 30.3
8M71466 8M71466 28.9
8M71466 8M71466 NA
8M71467 8M71467 29.5
8M71468 8M71468 32
8M71469 8M71469 30.3
8M71470 8M71470 32.6
8M71471 8M71471 29.2
8M71472 8M71472 28.6
8M71473 8M71473 31.5
8M71474 8M71474 29.4
